Familia,Num_Grupo,Grupo,ID,Producto,Formato_Venta,Coste (€),Precio de venta (€)
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,5508,POLLO-CUARTOS-BLC-200-500Gr/Pz-(S/CL),KG,7.85,7.85
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,5509,POLLO-CUARTOS-BLC-300/400 GR PREMIUM,KG,5.28,5.28
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,5510,POLLO-ALAS-ADOB/1 KG,UND,6.01,6.01
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,5512,PAV-JAMONC-PAVO  280/480,KG,3.52,3.52
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,5221,POLLO-ALAS-2 FALANGES- GRD/A-B/1 KG,UND,9.9,9.9
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,556,POLLO-TROCEADO IQF,KG,9.35,9.35
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,5530,CONEJO LIMP-NAC-800/1200 GRS-Aprox.,KG,9.23,9.23
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,5531,CONEJO LIMP-NAC-TROCEADO,KG,8.51,8.51
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,5518,POLLO-PECHUGA-ENTERA (BLANCA) BLQ,KG,6.19,6.19
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,5519,POLLO-PECHUGA-ENT IQF 220-290 GR,KG,8.21,8.21
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,3873,POLLO-MUSLO-DESHUESADO -S/H-S/PIEL B/2.5,KG,7.05,7.05
CARNES Y EMBUTIDOS ULTRACONGELADOS,215,Carnes - Ave y Conejo,3874,POLLO-PECHUGA-B/1KG,KG,5.58,5.58
CARNES Y EMBUTIDOS ULTRACONGELADOS,216,Carnes - Hamburguesas,499,HAMBUR-TERNERA-100%-150GR,UND,4.15,4.15
CARNES Y EMBUTIDOS ULTRACONGELADOS,216,Carnes - Hamburguesas,1301,ALBONDIGA MIXTA IQF B/1250 GR,KG,9.67,9.67
CARNES Y EMBUTIDOS ULTRACONGELADOS,216,Carnes - Hamburguesas,252,HAMBUR-C/VERDURAS 2 X 80 GRS.,UND,3.03,3.03
CARNES Y EMBUTIDOS ULTRACONGELADOS,216,Carnes - Hamburguesas,172,BURGER GOURMET POLLO 150 G,KG,9.53,9.53
CARNES Y EMBUTIDOS ULTRACONGELADOS,216,Carnes - Hamburguesas,1728,HAMBUR-MINI-VACUNO-20G- (B/1 KG),KG,2.34,2.34
CARNES Y EMBUTIDOS ULTRACONGELADOS,216,Carnes - Hamburguesas,301,ALBON-CARNE-CASERAS-B/500GR,UND,8.61,8.61
CARNES Y EMBUTIDOS ULTRACONGELADOS,216,Carnes - Hamburguesas,755,CER-FIGATELLS-3KG,KG,9.39,9.39
CARNES Y EMBUTIDOS ULTRACONGELADOS,216,Carnes - Hamburguesas,754,HAMBUR-TERNERA MIXTA 30x100gr,KG,5.83,5.83
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,3586,CER-CARRILL-(EXT)-S/H 100/150Gr/Pz,KG,2.07,2.07
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,2123,CER-MORRO COCIDO-500 G (VC),UND,9.41,9.41
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,2212,CER-CARNE PICADA MIXTA (VC) 500 GR,UND,6.34,6.34
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,2215,CER-COSTILLA TROCEADA IQF 5 KG,KG,9.39,9.39
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,1108,CER-OREJA-COC-ADOB B/500 G,UND,3.98,3.98
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,1137,CER-COSTILLA TIRAS CARNUDA (HIG),KG,7.71,7.71
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,4536,PREP-ARREGLO COCIDO,KG,8.01,8.01
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5050,CER-CARRILL-(INT)-S/H 40/60Gr/Pz,KG,4.72,4.72
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5029,CER-CODILLO TRS MTDS-350/450 - (IQF),KG,3.49,3.49
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5030,CER-CARRILL-(INT)-S/H 40/60Gr/Pz (IRCO),KG,9.87,9.87
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5033,CER-MANITAS PARTIDAS 4TROZOS,KG,5.98,5.98
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5038,CER-COCHINILLO-2/3KG-APX,UND,7.7,7.7
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,549,CER-LOMO CINTA CORT IQF 80-120GR APRX/PZ,KG,4.26,4.26
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5532,CER-SOLOMILLO (VC) 500/750 GR-PZ,KG,5.15,5.15
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5529,CER-MAGRO TACOS (VC),KG,2.27,2.27
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5536,PREP-ARREGLO PUCHERO B/1 KG,UND,1.74,1.74
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5537,CER-CABEZA LOMO (VC),KG,9.48,9.48
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5548,CER-SECRETO (VC)  2000/3000 GR-PZ,KG,1.05,1.05
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,5549,CER-LOMO CINTA-C/C (VC) 1/2-PZ,KG,7.7,7.7
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,565,CER-CARETA-TROC-B/1 KG,UND,3.02,3.02
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,6017,CER-LAGARTO,KG,5.68,5.68
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,6013,CER-PLUMA (VC) 1 KG. APROX.,KG,6.32,6.32
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,4211,CER-IBERICO-PRESA-PREMIUM,KG,4.22,4.22
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,4212,CER-IBERICO-PLUMA-PREMIUM,KG,4.62,4.62
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,4257,CER-PANCETA FILETEADA S/P,KG,9.36,9.36
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,4445,CER-COSTILLA CARNUDA (PALO).,KG,1.88,1.88
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,4571,CER-COST- PUNTA CAR(HG)-500/700,KG,5.85,5.85
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,4580,CER-RABO COCIDO B/500 GR,UND,5.78,5.78
CARNES Y EMBUTIDOS ULTRACONGELADOS,220,Carnes - Cerdo y mixtas,4588,CER-PELOTA COCIDO IQF,KG,3.56,3.56
CARNES Y EMBUTIDOS ULTRACONGELADOS,533,Cerdo,5023,CER-CARRILL (C/H) IQF 300-400Gr/Pz,KG,7.1,7.1
CARNES Y EMBUTIDOS ULTRACONGELADOS,534,Cordero,1480,CORD-ZARAJOS 170G,UND,5.66,5.66
CARNES Y EMBUTIDOS ULTRACONGELADOS,538,Embutidos,540,PINCHO-MINI DE POLLO 45 G,UND,4.05,4.05
CARNES Y EMBUTIDOS ULTRACONGELADOS,701,Refrigerados (HRC) - Embutido Fresco,548,PINCHO-MINI DE CERDO- 45 G,UND,3.73,3.73
MARISCOS,035,Calamares - Chipirones,216,TARTAR DE QUISQUILLA (B/4 UND) 4x50 GR,UND,0.53,0.53
MARISCOS,215,Carnes - Ave y Conejo,531,COLAS LANG PLD/COCIDA (B/400 GR),UND,5.61,5.61
MARISCOS,230,Bogavantes y Langostas,4694,BOGAVA-G-AZUL-600/800-GR/PZ,KG,7.47,7.47
MARISCOS,230,Bogavantes y Langostas,640,LANGOSTA-VERDE-200/300-IWP-FAO/87,UND,1.61,1.61
MARISCOS,230,Bogavantes y Langostas,624,LANGOSTA-ROJA-300/400 (HG)-FAO/34,UND,5.93,5.93
MARISCOS,230,Bogavantes y Langostas,3649,BOGAVA-G-450/550-GR/PZ (HRC),UND,2.77,2.77
MARISCOS,230,Bogavantes y Langostas,3624,LANGOSTA-ROJA-200/400 (HG)-FAO/34,UND,2.37,2.37
MARISCOS,230,Bogavantes y Langostas,3625,LANGOSTA COLAS 150/300-IWP-FA0/34,KG,4.04,4.04
MARISCOS,230,Bogavantes y Langostas,3640,LANGOSTA VERDE PZ-200/300-IWP,KG,1.24,1.24
MARISCOS,230,Bogavantes y Langostas,3694,BOGAVA-G-AZUL 400/600 GR/PZ.,UND,3.33,3.33
MARISCOS,230,Bogavantes y Langostas,3665,LANGOSTA-ROJA-150/300GR-FAO/51,KG,0.53,0.53
MARISCOS,230,Bogavantes y Langostas,3680,BOGAVA-M-CRUDO-300/400-G/PZ,UND,0.74,0.74
MARISCOS,230,Bogavantes y Langostas,3683,BOGAVA-COLAS Y PINZAS CANADIENSE-120/150,UND,4.0,4.0
MARISCOS,230,Bogavantes y Langostas,7680,BOGAVA-M-CRUDO 300/400 GR,UND,7.53,7.53
MARISCOS,230,Bogavantes y Langostas,649,BOGAVA-CABEZAS-S/PINZA,KG,8.64,8.64
MARISCOS,230,Bogavantes y Langostas,6680,BOGAVA-M-CRUDO 300/450-1/PNZ,UND,3.61,3.61
MARISCOS,230,Bogavantes y Langostas,665,LANGOSTA ROJA 300/500 (MZMBIQ)-FAO/51,KG,2.21,2.21
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,675,CUERPOS-PATAS-100/200/G.APROX,KG,1.5,1.5
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,697,BOCAS 8/12 PZ/KG,UND,5.96,5.96
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,3666,BOCA NEGRA (2) 12/15-DAKAR,KG,0.72,0.72
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,3697,BOCA-MEDIANA 15/20 PZ/KG (DAKAR),KG,0.63,0.63
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,3654,CANGREJO AZUL-ENTERO-150/300 G,KG,3.04,3.04
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,3668,BOCA NEGRA (1) 8/10-DAKAR,KG,7.0,7.0
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,3601,BOCA-M-20/30 -P/K (AFRICA),KG,7.32,7.32
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,3602,BOCA-G-CRUDAS-9/12 PZ/KILO (MURT),KG,3.12,3.12
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,2653,CANGREJO CASCARA BLANDA-24/26 PZ E/1KG,UND,4.18,4.18
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,2654,CANGREJO AZUL-(PARTIDO)-E/1 KILO,UND,6.06,6.06
MARISCOS,231,Mariscos Crudos - Bocas y cuerpos,1601,BOCA-G-14/18 PZ/KG,KG,1.83,1.83
MARISCOS,232,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",3538,CAMARON-ROJO( PERIQUITOS),KG,5.35,5.35
MARISCOS,232,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",3669,GAMBA CRISTAL (ESPECIAL FRITURAS),KG,3.27,3.27
MARISCOS,232,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",3651,QUISQUILLA-ENTERA-65/75 PZ/K,KG,5.7,5.7
MARISCOS,232,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",3667,GAMBA BLANCA-G-90/120-DK (HRC),KG,8.51,8.51
MARISCOS,232,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",3138,GALERAS GRANDES (S. LUCAR),KG,2.09,2.09
MARISCOS,232,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",669,GAMBA BLANCA MARRUEC-FAO/34-60/80-E/1KG,KG,6.13,6.13
MARISCOS,233,Mariscos Crudos - Cigalas y similares,662,CIGALA-G-3-21/25 PZ/KG-(17%),KG,8.43,8.43
MARISCOS,233,Mariscos Crudos - Cigalas y similares,646,CIGALA -3G-00-6/8 PZ/KG-(17%),KG,8.86,8.86
MARISCOS,233,Mariscos Crudos - Cigalas y similares,764,CIGALA-M-10/15-PZ-E/450 GR NETO,UND,2.5,2.5
MARISCOS,233,Mariscos Crudos - Cigalas y similares,31,CIGALA (4G) (000) 5/7-PZ/K-EST/1 KG-(0%),KG,9.36,9.36
MARISCOS,233,Mariscos Crudos - Cigalas y similares,3605,CIGALA-G-2-16/20-PZ/KG-(10%),KG,6.56,6.56
MARISCOS,233,Mariscos Crudos - Cigalas y similares,3693,CIGALA-COLAS CRUDAS PELADAS-130-160 G,UND,2.84,2.84
MARISCOS,233,Mariscos Crudos - Cigalas y similares,3645,CIGALA-G-1-11/15-PZ/KG-(10%),KG,7.07,7.07
MARISCOS,233,Mariscos Crudos - Cigalas y similares,3646,CIGALA-3G-00-6/8-PZ/KG-(10%),KG,5.25,5.25
MARISCOS,233,Mariscos Crudos - Cigalas y similares,3631,CIGALA-4G-000-4/6-PZ/K-(10%),KG,7.95,7.95
MARISCOS,233,Mariscos Crudos - Cigalas y similares,3633,CIGALA-P-ARROCERA-40/60-PZ/KG-(0%),KG,0.63,0.63
MARISCOS,233,Mariscos Crudos - Cigalas y similares,16,CIGALA (M) (4) 31/40-PZ/K-EST/1  KG-(0%),KG,2.46,2.46
MARISCOS,233,Mariscos Crudos - Cigalas y similares,138,GALERA GRANDE B/500 GR,UND,3.15,3.15
MARISCOS,233,Mariscos Crudos - Cigalas y similares,62,CIGALA (G) (3) 21/30 PZ/K-EST/1  KG-(0%),KG,1.96,1.96
MARISCOS,233,Mariscos Crudos - Cigalas y similares,631,CIGALA -4G-000-3/6 PZ/KG-(17%),UND,1.07,1.07
MARISCOS,233,Mariscos Crudos - Cigalas y similares,605,CIGALA-G-2-16/20 PZ/KG-(17%),KG,6.37,6.37
MARISCOS,233,Mariscos Crudos - Cigalas y similares,607,CIGALA-M-5-36/45 PZ/KG-(17%),KG,1.61,1.61
MARISCOS,233,Mariscos Crudos - Cigalas y similares,5662,CIGALA (3) -30/40-PZ/K-(0%),KG,6.18,6.18
MARISCOS,233,Mariscos Crudos - Cigalas y similares,5604,CIGALA (0) -5/10-PZ/K-(0%)-(BARCO),KG,2.09,2.09
MARISCOS,233,Mariscos Crudos - Cigalas y similares,5605,CIGALA (2) -16/20-PZ/K-(0%)-(BARCO),KG,3.86,3.86
MARISCOS,233,Mariscos Crudos - Cigalas y similares,5645,CIGALA (1) -10/15-PZ/K-(0%)-(BARCO),KG,2.2,2.2
MARISCOS,233,Mariscos Crudos - Cigalas y similares,5646,CIGALA (00) 6/9-PZ/KG-(0%)()BARCO),KG,9.2,9.2
MARISCOS,233,Mariscos Crudos - Cigalas y similares,50,CIGALA (G) (2) 16/20-PZ/K-EST/1 KG-(0%),KG,9.2,9.2
MARISCOS,233,Mariscos Crudos - Cigalas y similares,46,CIGALA (3G) (00)-6/8-PZ/K-EST/1 KG-(0%),KG,8.04,8.04
MARISCOS,233,Mariscos Crudos - Cigalas y similares,45,CIGALA (G) (1) 11/15-PZ/K-EST/1 KG-(0%),KG,3.93,3.93
MARISCOS,233,Mariscos Crudos - Cigalas y similares,43,CIGALA (GG) (0) 8/12-PZ/K-EST/1  KG-(0%),KG,2.29,2.29
MARISCOS,234,Mariscos Crudos - Cuerpos y Patas,3800,CUERPOS-P-PATAS CHICAS 30/60,KG,9.11,9.11
MARISCOS,234,Mariscos Crudos - Cuerpos y Patas,3698,BUEY-CARNE-TXANGURRO B/500G,UND,7.52,7.52
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,3695,GAMBA RAY-M-AFRICA50/65-PZ/K,KG,5.97,5.97
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,3628,GAMBA RAY-3G-(AFRICA)-25/35-PZ-KG,KG,2.03,2.03
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,3611,GAMBA RAY-GG-(AFRICA) 35/45-PZ/K,KG,9.67,9.67
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,3595,CABEZAS-GAMBA RAY,KG,6.75,6.75
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,3597,GAMBA RAY-G-EXT-46/60-PZ/K,KG,2.81,2.81
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,11,GAMBA RAY-G-20/26-PZ- E/500 G,UND,1.9,1.9
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,4611,GAMBA RAY-GG-(AFRICA)-35/45,KG,7.28,7.28
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,597,GAMBA RAY-G-EXT-(AFRICA)-46/60-,KG,0.53,0.53
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,599,GAMBA RAY-M-(AFRICA)-75/90-PZ/K-,KG,9.78,9.78
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,5611,GAMBA RAY-GG-(AFRICA)-35/45 E/1 KG,KG,6.55,6.55
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,5597,GAMBA RAY-G-EXT-(AFRICA)-45/55-PZ/K,UND,9.34,9.34
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,5628,GAMBA RAY-3G-(AFRICA)-25/35-PZ-KG.,UND,2.69,2.69
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,616,GAMBA RAY-M-(AFRICA)65/75-PZ/K E-1 KG,UND,1.22,1.22
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,611,GAMBA RAY-GG-(AFRICA)-35/45 E/1 KG APROX,KG,3.06,3.06
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,632,GAMBA RAY-4G-AFRICA-20/30 E/1 KG APROX,KG,3.84,3.84
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,630,GAMBA RAY-P-N2-(AFRICA)-EXT-120/150-PZ/K,KG,9.81,9.81
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,628,GAMBA RAY-3G-(AFRICA)-25/35-PZ-KG,KG,0.64,0.64
MARISCOS,235,Mariscos Crudos - Gambas Rayadas,659,GAMBA RAY-G-PLAYA-20/30,KG,6.77,6.77
MARISCOS,236,Mariscos Crudos - Gambón,681,GAMBON-3G-10/20 PZ/K-(T),KG,0.73,0.73
MARISCOS,236,Mariscos Crudos - Gambón,684,GAMBON-GG-20/30-PZ/KG-(T).,KG,9.08,9.08
MARISCOS,236,Mariscos Crudos - Gambón,617,GAMBON-G-30/40 PZ-KG-(T),KG,9.84,9.84
MARISCOS,236,Mariscos Crudos - Gambón,5082,GAMBON-G-30/40-PZ/KG,KG,4.1,4.1
MARISCOS,236,Mariscos Crudos - Gambón,417,GAMBON-G-ROSA 12/15 -PZ E/400-GRS,UND,6.57,6.57
MARISCOS,236,Mariscos Crudos - Gambón,3603,GAMBON-CABEZAS,KG,1.04,1.04
MARISCOS,236,Mariscos Crudos - Gambón,3617,GAMBON-G-30/40-PZ/K-(B),KG,4.2,4.2
MARISCOS,236,Mariscos Crudos - Gambón,3684,GAMBON-GG-20/30-PZ/K (B),KG,7.17,7.17
MARISCOS,236,Mariscos Crudos - Gambón,3681,GAMBON-3G-10/20 PZ/K-(B),KG,8.22,8.22
MARISCOS,237,Mariscos Crudos - Langostinos,3682,LANG-JUMBO-7/10-TIGRE,KG,8.21,8.21
MARISCOS,237,Mariscos Crudos - Langostinos,3689,BOGAVA-CARNE ROTA CANADIENSE-250 G,UND,1.24,1.24
MARISCOS,237,Mariscos Crudos - Langostinos,3634,LANG-G-TIGRE-30/40-PZ/KG-(MAURT),KG,3.06,3.06
MARISCOS,237,Mariscos Crudos - Langostinos,3600,LANG-P-SALVAJE-70/100-PZ/KG-HUELVA,KG,8.06,8.06
MARISCOS,237,Mariscos Crudos - Langostinos,3336,LANG-GG-30/40-IQF-VANNAMEI,KG,1.83,1.83
MARISCOS,237,Mariscos Crudos - Langostinos,336,LANG-G-VANAMEI-40/50-E/700 GR,UND,2.87,2.87
MARISCOS,237,Mariscos Crudos - Langostinos,1045,LANG-JUMBO-3/4-(TIGRE),KG,3.67,3.67
MARISCOS,237,Mariscos Crudos - Langostinos,1026,LANG-G-BANANA-40/60-PZ-KG,KG,0.73,0.73
MARISCOS,237,Mariscos Crudos - Langostinos,1022,LANG-GG-TIGRE-20/30 PZ-KG,KG,3.8,3.8
MARISCOS,237,Mariscos Crudos - Langostinos,167,PIRULETA LANGOSTINO (MRND),KG,7.84,7.84
MARISCOS,237,Mariscos Crudos - Langostinos,482,COLAS ROJOS/BRILLT (1),KG,9.97,9.97
MARISCOS,237,Mariscos Crudos - Langostinos,49,LANG-3G-30/40-PZ-(IQF)(VNM)-E/1KG,UND,9.93,9.93
MARISCOS,237,Mariscos Crudos - Langostinos,682,LANG-JUMBO-10/15-(BMM/BLC),KG,7.11,7.11
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,687,ROJOS-G-BRILL-13/16-PZ/EST-(AFRICA),KG,2.51,2.51
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,676,ROJOS-M-BRILL-16/22-PZ/EST-(HUELVA),KG,7.47,7.47
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,678,ROJOS-G-RASPOSO 15/20 PZ KG,KG,8.5,8.5
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,685,ROJOS-GG-BRILL-10/13-PZ/EST,KG,4.6,4.6
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,932,ROJOS-4G-BRLL-4/6-PZ/EST-(AFRICA),KG,0.78,0.78
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,933,ROJOS-4G-BRLL-6/8-PZ/EST-(AFRICA),KG,6.53,6.53
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,934,ROJOS-3G-BRLL-8/10-PZ/EST-(AFRICA),KG,9.13,9.13
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,635,ROJOS-M-BRILL-16/22-PZ/KG,KG,9.85,9.85
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,636,ROJOS-M-BRILL-5/7 PZ E/400 GR,UND,7.36,7.36
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,5685,CABEZAS-ROJOS-BRILL,KG,5.04,5.04
MARISCOS,238,Mariscos Crudos - Rojos Brillantes y Morunos,5687,ROJOS-GG-BRILL-6/8-PZ E/800GR,UND,9.61,9.61
MARISCOS,240,Platos Preparados - Mariscos Cocidos,547,LANG-GG-COC-18/22 PZ E/800 GR (SALVAJE),UND,7.05,7.05
MARISCOS,240,Platos Preparados - Mariscos Cocidos,633,GAMBA SALADA (COCIDAS) E/350,UND,2.08,2.08
MARISCOS,240,Platos Preparados - Mariscos Cocidos,619,LANG-COC-MARFIL-30/40-PZ/K,KG,9.92,9.92
MARISCOS,240,Platos Preparados - Mariscos Cocidos,166,BUEY-M-COCIDO-PZA-400/600GR,UND,6.86,6.86
MARISCOS,240,Platos Preparados - Mariscos Cocidos,364,GAMBA SALADA (COCIDA)  E/800 G,UND,4.79,4.79
MARISCOS,240,Platos Preparados - Mariscos Cocidos,3623,LANG-G-COC-40/60-IQF,KG,1.5,1.5
MARISCOS,240,Platos Preparados - Mariscos Cocidos,3547,LANG-GG-COC-10/15 PZ E/1 KG (SALVAJE),KG,3.43,3.43
MARISCOS,240,Platos Preparados - Mariscos Cocidos,3531,COLAS LANG.COCIDA-S/PIEL-B/900 G,KG,0.93,0.93
MARISCOS,240,Platos Preparados - Mariscos Cocidos,3641,CANGREJO COCIDO-80/120,KG,5.07,5.07
MARISCOS,240,Platos Preparados - Mariscos Cocidos,3644,BOCAS-(M) COCIDAS-14/16-PZ/KILO-(ANGL),KG,1.94,1.94
MARISCOS,240,Platos Preparados - Mariscos Cocidos,3658,BOCA/PECHO COCIDO (CLUSTER +150G),KG,8.89,8.89
MARISCOS,240,Platos Preparados - Mariscos Cocidos,827,NECORA-CRUDA 4/6 PZ-E/800 GR,UND,6.84,6.84
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,828,GAMBA PEL-10/30-B/700G-(MLT),KG,3.83,3.83
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,691,COLAS GAMBA-RAYADA-C/P-Nº 1E,KG,1.17,1.17
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,664,COLAS LANG-BLC-BANANA-20/40 C/P,KG,6.84,6.84
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,91,COLAS GAMBA RAYADA C/P-(Nº2),KG,0.55,0.55
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,3670,COLAS LANG-(VN) C/P- 41/50 T/REAL,KG,4.1,4.1
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,3526,COLAS LANG-(VN) C/P 21/25,KG,6.35,6.35
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,3528,COLAS LANG-(VN) C/P 31/35/40 T/REAL,KG,5.69,5.69
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,3612,GAMBA PEL-50/70 B/750 GR-(100% MLT),UND,3.09,3.09
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,3614,COLAS GAMBON-C/P-(Nº 0),KG,2.91,2.91
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,3471,COLAS GAMBON-10/30 -PZ/LB-S/P- (DVN),KG,1.0,1.0
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,3002,COLAS MORUNO/ROJOS-C/P,KG,5.35,5.35
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,2066,GAMBA PEL-30/50-B/600G-(SPP)(LG),UND,8.56,8.56
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,207,GAMBA PEL-70/100-B/225GR (100% MLT),UND,6.57,6.57
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,614,COLAS GAMBON-TAILON-16/25 B/800 G,UND,0.87,0.87
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,613,GAMBA PEL-M-70/100 -B/250GR,UND,6.64,6.64
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,5612,GAMBA PEL-50/70-B/700G-(MLT),KG,3.97,3.97
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,5613,GAMBA PEL-70/90-IQF-(SPP),KG,3.26,3.26
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,4828,GAMBA PEL-10/30 B/750-(100% MLT),UND,3.79,3.79
MARISCOS,250,Mariscos Crudos - Colas Peladas y con piel,471,COLAS GAMBON-G-S/P B/400 G.,UND,9.12,9.12
