Familia,Grupo,ID,Producto,Formato_Venta,Coste (€),Precio de venta (€),Margen Beneficio (€),% Beneficio,Ratio Precio/Costo
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5050,CER-CARRILL-(INT)-S/H 40/60Gr/Pz,KG,8.3,23.6,15.3,180.0,2.8433734939759034
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5029,CER-CODILLO TRS MTDS-350/450 - (IQF),KG,12.86,49.08,36.22,280.0,3.8164852255054433
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5030,CER-CARRILL-(INT)-S/H 40/60Gr/Pz (IRCO),KG,7.34,43.36,36.019999999999996,490.00000000000006,5.907356948228883
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5033,CER-MANITAS PARTIDAS 4TROZOS,KG,9.83,53.32,43.49,440.00000000000006,5.424211597151577
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5038,CER-COCHINILLO-2/3KG-APX,UND,14.46,17.96,3.5,20.0,1.2420470262793915
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,549,CER-LOMO CINTA CORT IQF 80-120GR APRX/PZ,KG,6.83,10.33,3.5,50.0,1.5124450951683748
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5532,CER-SOLOMILLO (VC) 500/750 GR-PZ,KG,2.65,6.15,3.5000000000000004,130.0,2.3207547169811322
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5529,CER-MAGRO TACOS (VC),KG,2.45,23.8,21.35,869.9999999999999,9.714285714285714
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5536,PREP-ARREGLO PUCHERO B/1 KG,UND,12.57,64.28,51.71,409.99999999999994,5.11376292760541
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5537,CER-CABEZA LOMO (VC),KG,1.97,21.88,19.91,1010.0,11.106598984771573
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5548,CER-SECRETO (VC)  2000/3000 GR-PZ,KG,8.83,49.32,40.49,459.99999999999994,5.585503963759909
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,5549,CER-LOMO CINTA-C/C (VC) 1/2-PZ,KG,1.12,4.62,3.5,310.0,4.125
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,565,CER-CARETA-TROC-B/1 KG,UND,11.24,44.22,32.98,290.0,3.9341637010676154
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,6017,CER-LAGARTO,KG,8.04,23.08,15.04,190.0,2.870646766169154
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,6013,CER-PLUMA (VC) 1 KG. APROX.,KG,3.97,29.88,25.91,650.0,7.526448362720402
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,4211,CER-IBERICO-PRESA-PREMIUM,KG,14.38,71.52,57.13999999999999,400.0,4.973574408901251
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,4212,CER-IBERICO-PLUMA-PREMIUM,KG,9.97,13.47,3.5,40.0,1.3510531594784352
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,4257,CER-PANCETA FILETEADA S/P,KG,4.19,15.38,11.190000000000001,270.0,3.6706443914081146
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,4445,CER-COSTILLA CARNUDA (PALO).,KG,4.93,33.72,28.79,580.0,6.8397565922920895
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,4571,CER-COST- PUNTA CAR(HG)-500/700,KG,8.61,36.33,27.72,320.0,4.219512195121951
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,4580,CER-RABO COCIDO B/500 GR,UND,12.85,32.7,19.85,150.0,2.5447470817120625
CARNES Y EMBUTIDOS ULTRACONGELADOS,Carnes - Cerdo y mixtas,4588,CER-PELOTA COCIDO IQF,KG,1.52,20.08,18.56,1220.0,13.210526315789473
CARNES Y EMBUTIDOS ULTRACONGELADOS,Cerdo,5023,CER-CARRILL (C/H) IQF 300-400Gr/Pz,KG,9.34,12.84,3.5,40.0,1.3747323340471092
CARNES Y EMBUTIDOS ULTRACONGELADOS,Cordero,1480,CORD-ZARAJOS 170G,UND,6.14,38.56,32.42,530.0,6.28013029315961
CARNES Y EMBUTIDOS ULTRACONGELADOS,Embutidos,540,PINCHO-MINI DE POLLO 45 G,UND,9.07,12.57,3.5,40.0,1.3858875413450937
CARNES Y EMBUTIDOS ULTRACONGELADOS,Refrigerados (HRC) - Embutido Fresco,548,PINCHO-MINI DE CERDO- 45 G,UND,11.12,29.24,18.119999999999997,160.0,2.629496402877698
MARISCOS,Calamares - Chipirones,216,TARTAR DE QUISQUILLA (B/4 UND) 4x50 GR,UND,8.95,24.9,15.95,180.0,2.782122905027933
MARISCOS,Carnes - Ave y Conejo,531,COLAS LANG PLD/COCIDA (B/400 GR),UND,11.38,44.64,33.26,290.0,3.9226713532513178
MARISCOS,Bogavantes y Langostas,4694,BOGAVA-G-AZUL-600/800-GR/PZ,KG,5.07,34.28,29.21,580.0,6.761341222879684
MARISCOS,Bogavantes y Langostas,640,LANGOSTA-VERDE-200/300-IWP-FAO/87,UND,14.82,18.32,3.5,20.0,1.2361673414304992
MARISCOS,Bogavantes y Langostas,624,LANGOSTA-ROJA-300/400 (HG)-FAO/34,UND,11.74,45.72,33.98,290.0,3.894378194207836
MARISCOS,Bogavantes y Langostas,3649,BOGAVA-G-450/550-GR/PZ (HRC),UND,6.01,9.51,3.5,60.0,1.5823627287853577
MARISCOS,Bogavantes y Langostas,3624,LANGOSTA-ROJA-200/400 (HG)-FAO/34,UND,2.72,18.66,15.94,590.0,6.860294117647058
MARISCOS,Bogavantes y Langostas,3625,LANGOSTA COLAS 150/300-IWP-FA0/34,KG,11.13,58.52,47.39,430.0,5.2578616352201255
MARISCOS,Bogavantes y Langostas,3640,LANGOSTA VERDE PZ-200/300-IWP,KG,8.59,36.27,27.680000000000003,320.0,4.222351571594878
MARISCOS,Bogavantes y Langostas,3694,BOGAVA-G-AZUL 400/600 GR/PZ.,UND,3.69,14.38,10.690000000000001,290.0,3.897018970189702
MARISCOS,Bogavantes y Langostas,3665,LANGOSTA-ROJA-150/300GR-FAO/51,KG,5.46,17.92,12.46,229.99999999999997,3.2820512820512824
MARISCOS,Bogavantes y Langostas,3680,BOGAVA-M-CRUDO-300/400-G/PZ,UND,8.15,11.65,3.5,40.0,1.4294478527607362
MARISCOS,Bogavantes y Langostas,3683,BOGAVA-COLAS Y PINZAS CANADIENSE-120/150,UND,8.62,24.24,15.62,180.0,2.812064965197216
MARISCOS,Bogavantes y Langostas,7680,BOGAVA-M-CRUDO 300/400 GR,UND,8.7,48.8,40.099999999999994,459.99999999999994,5.609195402298851
MARISCOS,Bogavantes y Langostas,649,BOGAVA-CABEZAS-S/PINZA,KG,12.96,32.92,19.96,150.0,2.5401234567901234
MARISCOS,Bogavantes y Langostas,6680,BOGAVA-M-CRUDO 300/450-1/PNZ,UND,1.57,10.14,8.57,550.0,6.45859872611465
MARISCOS,Bogavantes y Langostas,665,LANGOSTA ROJA 300/500 (MZMBIQ)-FAO/51,KG,11.95,30.9,18.95,160.0,2.585774058577406
MARISCOS,Mariscos Crudos - Bocas y cuerpos,675,CUERPOS-PATAS-100/200/G.APROX,KG,13.85,17.35,3.5000000000000018,30.0,1.2527075812274369
MARISCOS,Mariscos Crudos - Bocas y cuerpos,697,BOCAS 8/12 PZ/KG,UND,12.81,48.93,36.12,280.0,3.819672131147541
MARISCOS,Mariscos Crudos - Bocas y cuerpos,3666,BOCA NEGRA (2) 12/15-DAKAR,KG,6.34,9.84,3.5,60.0,1.55205047318612
MARISCOS,Mariscos Crudos - Bocas y cuerpos,3697,BOCA-MEDIANA 15/20 PZ/KG (DAKAR),KG,9.47,12.97,3.5,40.0,1.3695881731784583
MARISCOS,Mariscos Crudos - Bocas y cuerpos,3654,CANGREJO AZUL-ENTERO-150/300 G,KG,1.59,15.27,13.68,860.0,9.60377358490566
MARISCOS,Mariscos Crudos - Bocas y cuerpos,3668,BOCA NEGRA (1) 8/10-DAKAR,KG,10.85,28.7,17.85,160.0,2.6451612903225805
MARISCOS,Mariscos Crudos - Bocas y cuerpos,3601,BOCA-M-20/30 -P/K (AFRICA),KG,13.7,34.4,20.7,150.0,2.510948905109489
MARISCOS,Mariscos Crudos - Bocas y cuerpos,3602,BOCA-G-CRUDAS-9/12 PZ/KILO (MURT),KG,6.77,20.54,13.77,200.0,3.03397341211226
MARISCOS,Mariscos Crudos - Bocas y cuerpos,2653,CANGREJO CASCARA BLANDA-24/26 PZ E/1KG,UND,7.7,22.4,14.7,190.0,2.9090909090909087
MARISCOS,Mariscos Crudos - Bocas y cuerpos,2654,CANGREJO AZUL-(PARTIDO)-E/1 KILO,UND,9.58,13.08,3.5,40.0,1.3653444676409185
MARISCOS,Mariscos Crudos - Bocas y cuerpos,1601,BOCA-G-14/18 PZ/KG,KG,11.81,30.62,18.810000000000002,160.0,2.592718035563082
MARISCOS,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",3538,CAMARON-ROJO( PERIQUITOS),KG,13.25,50.25,37.0,280.0,3.792452830188679
MARISCOS,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",3669,GAMBA CRISTAL (ESPECIAL FRITURAS),KG,12.15,62.6,50.45,420.0,5.152263374485597
MARISCOS,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",3651,QUISQUILLA-ENTERA-65/75 PZ/K,KG,11.95,46.35,34.400000000000006,290.0,3.878661087866109
MARISCOS,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",3667,GAMBA BLANCA-G-90/120-DK (HRC),KG,9.72,13.22,3.5,40.0,1.360082304526749
MARISCOS,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",3138,GALERAS GRANDES (S. LUCAR),KG,10.49,27.98,17.490000000000002,170.0,2.667302192564347
MARISCOS,"Mariscos Crudos - Camarón, Gambas Blancas y Similares",669,GAMBA BLANCA MARRUEC-FAO/34-60/80-E/1KG,KG,14.52,18.02,3.5,20.0,1.241046831955923
MARISCOS,Mariscos Crudos - Cigalas y similares,662,CIGALA-G-3-21/25 PZ/KG-(17%),KG,7.53,33.09,25.560000000000002,340.0,4.394422310756973
MARISCOS,Mariscos Crudos - Cigalas y similares,646,CIGALA -3G-00-6/8 PZ/KG-(17%),KG,10.03,54.12,44.089999999999996,440.00000000000006,5.395812562313061
MARISCOS,Mariscos Crudos - Cigalas y similares,764,CIGALA-M-10/15-PZ-E/450 GR NETO,UND,11.53,45.09,33.56,290.0,3.910667823070252
MARISCOS,Mariscos Crudos - Cigalas y similares,31,CIGALA (4G) (000) 5/7-PZ/K-EST/1 KG-(0%),KG,11.2,58.8,47.599999999999994,420.0,5.25
MARISCOS,Mariscos Crudos - Cigalas y similares,3605,CIGALA-G-2-16/20-PZ/KG-(10%),KG,10.06,40.68,30.619999999999997,300.0,4.043737574552684
MARISCOS,Mariscos Crudos - Cigalas y similares,3693,CIGALA-COLAS CRUDAS PELADAS-130-160 G,UND,8.39,11.89,3.5,40.0,1.4171632896305124
MARISCOS,Mariscos Crudos - Cigalas y similares,3645,CIGALA-G-1-11/15-PZ/KG-(10%),KG,10.14,54.56,44.42,440.00000000000006,5.380670611439842
MARISCOS,Mariscos Crudos - Cigalas y similares,3646,CIGALA-3G-00-6/8-PZ/KG-(10%),KG,7.45,10.95,3.499999999999999,50.0,1.4697986577181206
MARISCOS,Mariscos Crudos - Cigalas y similares,3631,CIGALA-4G-000-4/6-PZ/K-(10%),KG,10.3,55.2,44.900000000000006,440.00000000000006,5.359223300970874
MARISCOS,Mariscos Crudos - Cigalas y similares,3633,CIGALA-P-ARROCERA-40/60-PZ/KG-(0%),KG,11.61,30.22,18.61,160.0,2.602928509905254
MARISCOS,Mariscos Crudos - Cigalas y similares,16,CIGALA (M) (4) 31/40-PZ/K-EST/1  KG-(0%),KG,13.72,68.88,55.16,400.0,5.020408163265306
MARISCOS,Mariscos Crudos - Cigalas y similares,138,GALERA GRANDE B/500 GR,UND,5.64,27.42,21.78,390.0,4.861702127659575
MARISCOS,Mariscos Crudos - Cigalas y similares,62,CIGALA (G) (3) 21/30 PZ/K-EST/1  KG-(0%),KG,10.94,57.76,46.82,430.0,5.279707495429616
MARISCOS,Mariscos Crudos - Cigalas y similares,631,CIGALA -4G-000-3/6 PZ/KG-(17%),UND,8.45,35.85,27.400000000000002,320.0,4.242603550295859
MARISCOS,Mariscos Crudos - Cigalas y similares,605,CIGALA-G-2-16/20 PZ/KG-(17%),KG,3.78,21.84,18.06,480.0,5.777777777777778
MARISCOS,Mariscos Crudos - Cigalas y similares,607,CIGALA-M-5-36/45 PZ/KG-(17%),KG,8.19,46.76,38.57,470.0,5.7094017094017095
MARISCOS,Mariscos Crudos - Cigalas y similares,5662,CIGALA (3) -30/40-PZ/K-(0%),KG,12.73,32.46,19.73,150.0,2.5498821681068344
MARISCOS,Mariscos Crudos - Cigalas y similares,5604,CIGALA (0) -5/10-PZ/K-(0%)-(BARCO),KG,1.79,5.29,3.5,200.0,2.9553072625698324
MARISCOS,Mariscos Crudos - Cigalas y similares,5605,CIGALA (2) -16/20-PZ/K-(0%)-(BARCO),KG,11.06,14.56,3.5,30.0,1.3164556962025316
MARISCOS,Mariscos Crudos - Cigalas y similares,5645,CIGALA (1) -10/15-PZ/K-(0%)-(BARCO),KG,1.34,4.84,3.5,260.0,3.6119402985074625
MARISCOS,Mariscos Crudos - Cigalas y similares,5646,CIGALA (00) 6/9-PZ/KG-(0%)()BARCO),KG,12.97,65.88,52.91,409.99999999999994,5.07941403238242
MARISCOS,Mariscos Crudos - Cigalas y similares,50,CIGALA (G) (2) 16/20-PZ/K-EST/1 KG-(0%),KG,7.95,34.35,26.400000000000002,330.0,4.320754716981132
MARISCOS,Mariscos Crudos - Cigalas y similares,46,CIGALA (3G) (00)-6/8-PZ/K-EST/1 KG-(0%),KG,5.13,8.63,3.500000000000001,70.0,1.6822612085769983
MARISCOS,Mariscos Crudos - Cigalas y similares,45,CIGALA (G) (1) 11/15-PZ/K-EST/1 KG-(0%),KG,14.17,35.34,21.17,150.0,2.4940014114326043
MARISCOS,Mariscos Crudos - Cigalas y similares,43,CIGALA (GG) (0) 8/12-PZ/K-EST/1  KG-(0%),KG,5.85,28.05,22.200000000000003,380.0,4.794871794871796
MARISCOS,Mariscos Crudos - Cuerpos y Patas,3800,CUERPOS-P-PATAS CHICAS 30/60,KG,2.42,5.92,3.5,140.0,2.446280991735537
MARISCOS,Mariscos Crudos - Cuerpos y Patas,3698,BUEY-CARNE-TXANGURRO B/500G,UND,14.96,55.38,40.42,270.0,3.7018716577540105
MARISCOS,Mariscos Crudos - Gambas Rayadas,3695,GAMBA RAY-M-AFRICA50/65-PZ/K,KG,13.89,69.56,55.67,400.0,5.007919366450684
MARISCOS,Mariscos Crudos - Gambas Rayadas,3628,GAMBA RAY-3G-(AFRICA)-25/35-PZ-KG,KG,3.28,13.56,10.280000000000001,310.0,4.134146341463415
MARISCOS,Mariscos Crudos - Gambas Rayadas,3611,GAMBA RAY-GG-(AFRICA) 35/45-PZ/K,KG,11.14,29.28,18.14,160.0,2.6283662477558347
MARISCOS,Mariscos Crudos - Gambas Rayadas,3595,CABEZAS-GAMBA RAY,KG,1.61,15.33,13.72,850.0,9.521739130434781
MARISCOS,Mariscos Crudos - Gambas Rayadas,3597,GAMBA RAY-G-EXT-46/60-PZ/K,KG,6.3,9.8,3.500000000000001,60.0,1.5555555555555558
MARISCOS,Mariscos Crudos - Gambas Rayadas,11,GAMBA RAY-G-20/26-PZ- E/500 G,UND,5.63,18.26,12.630000000000003,220.00000000000003,3.243339253996448
MARISCOS,Mariscos Crudos - Gambas Rayadas,4611,GAMBA RAY-GG-(AFRICA)-35/45,KG,3.76,14.52,10.76,290.0,3.8617021276595747
MARISCOS,Mariscos Crudos - Gambas Rayadas,597,GAMBA RAY-G-EXT-(AFRICA)-46/60-,KG,5.69,9.19,3.499999999999999,60.0,1.6151142355008785
MARISCOS,Mariscos Crudos - Gambas Rayadas,599,GAMBA RAY-M-(AFRICA)-75/90-PZ/K-,KG,5.12,8.62,3.499999999999999,70.0,1.6835937499999998
MARISCOS,Mariscos Crudos - Gambas Rayadas,5611,GAMBA RAY-GG-(AFRICA)-35/45 E/1 KG,KG,9.49,25.98,16.490000000000002,170.0,2.737618545837724
MARISCOS,Mariscos Crudos - Gambas Rayadas,5597,GAMBA RAY-G-EXT-(AFRICA)-45/55-PZ/K,UND,14.11,17.61,3.5,20.0,1.2480510276399717
MARISCOS,Mariscos Crudos - Gambas Rayadas,5628,GAMBA RAY-3G-(AFRICA)-25/35-PZ-KG.,UND,5.65,27.45,21.799999999999997,390.0,4.8584070796460175
MARISCOS,Mariscos Crudos - Gambas Rayadas,616,GAMBA RAY-M-(AFRICA)65/75-PZ/K E-1 KG,UND,4.26,23.28,19.020000000000003,450.0,5.464788732394367
MARISCOS,Mariscos Crudos - Gambas Rayadas,611,GAMBA RAY-GG-(AFRICA)-35/45 E/1 KG APROX,KG,5.45,8.95,3.499999999999999,60.0,1.6422018348623852
MARISCOS,Mariscos Crudos - Gambas Rayadas,632,GAMBA RAY-4G-AFRICA-20/30 E/1 KG APROX,KG,0.7,12.6,11.9,1700.0,18.0
MARISCOS,Mariscos Crudos - Gambas Rayadas,630,GAMBA RAY-P-N2-(AFRICA)-EXT-120/150-PZ/K,KG,4.34,31.36,27.02,620.0,7.225806451612903
MARISCOS,Mariscos Crudos - Gambas Rayadas,628,GAMBA RAY-3G-(AFRICA)-25/35-PZ-KG,KG,11.1,29.2,18.1,160.0,2.630630630630631
MARISCOS,Mariscos Crudos - Gambas Rayadas,659,GAMBA RAY-G-PLAYA-20/30,KG,14.71,72.84,58.13,400.0,4.951733514615907
MARISCOS,Mariscos Crudos - Gambón,681,GAMBON-3G-10/20 PZ/K-(T),KG,1.53,10.06,8.530000000000001,560.0,6.575163398692811
MARISCOS,Mariscos Crudos - Gambón,684,GAMBON-GG-20/30-PZ/KG-(T).,KG,10.04,40.62,30.58,300.0,4.0458167330677295
MARISCOS,Mariscos Crudos - Gambón,617,GAMBON-G-30/40 PZ-KG-(T),KG,14.37,17.87,3.5000000000000018,20.0,1.2435629784272793
MARISCOS,Mariscos Crudos - Gambón,5082,GAMBON-G-30/40-PZ/KG,KG,11.34,29.68,18.34,160.0,2.617283950617284
MARISCOS,Mariscos Crudos - Gambón,417,GAMBON-G-ROSA 12/15 -PZ E/400-GRS,UND,2.23,11.46,9.23,409.99999999999994,5.139013452914798
MARISCOS,Mariscos Crudos - Gambón,3603,GAMBON-CABEZAS,KG,6.18,19.36,13.18,210.0,3.132686084142395
MARISCOS,Mariscos Crudos - Gambón,3617,GAMBON-G-30/40-PZ/K-(B),KG,2.67,24.68,22.009999999999998,819.9999999999999,9.243445692883896
MARISCOS,Mariscos Crudos - Gambón,3684,GAMBON-GG-20/30-PZ/K (B),KG,3.6,7.1,3.4999999999999996,100.0,1.972222222222222
MARISCOS,Mariscos Crudos - Gambón,3681,GAMBON-3G-10/20 PZ/K-(B),KG,13.27,16.77,3.5,30.0,1.263752825923135
MARISCOS,Mariscos Crudos - Langostinos,3682,LANG-JUMBO-7/10-TIGRE,KG,10.25,27.5,17.25,170.0,2.682926829268293
MARISCOS,Mariscos Crudos - Langostinos,3689,BOGAVA-CARNE ROTA CANADIENSE-250 G,UND,8.88,37.14,28.259999999999998,320.0,4.1824324324324325
MARISCOS,Mariscos Crudos - Langostinos,3634,LANG-G-TIGRE-30/40-PZ/KG-(MAURT),KG,9.69,39.57,29.880000000000003,310.0,4.08359133126935
MARISCOS,Mariscos Crudos - Langostinos,3600,LANG-P-SALVAJE-70/100-PZ/KG-HUELVA,KG,11.31,14.81,3.5,30.0,1.3094606542882405
MARISCOS,Mariscos Crudos - Langostinos,3336,LANG-GG-30/40-IQF-VANNAMEI,KG,9.0,37.5,28.5,320.0,4.166666666666667
MARISCOS,Mariscos Crudos - Langostinos,336,LANG-G-VANAMEI-40/50-E/700 GR,UND,7.55,33.15,25.599999999999998,340.0,4.390728476821192
MARISCOS,Mariscos Crudos - Langostinos,1045,LANG-JUMBO-3/4-(TIGRE),KG,11.04,29.08,18.04,160.0,2.6340579710144927
MARISCOS,Mariscos Crudos - Langostinos,1026,LANG-G-BANANA-40/60-PZ-KG,KG,8.06,23.12,15.06,190.0,2.86848635235732
MARISCOS,Mariscos Crudos - Langostinos,1022,LANG-GG-TIGRE-20/30 PZ-KG,KG,8.67,48.68,40.01,459.99999999999994,5.614763552479816
MARISCOS,Mariscos Crudos - Langostinos,167,PIRULETA LANGOSTINO (MRND),KG,12.04,15.54,3.5,30.0,1.2906976744186047
MARISCOS,Mariscos Crudos - Langostinos,482,COLAS ROJOS/BRILLT (1),KG,8.13,11.63,3.5,40.0,1.4305043050430504
MARISCOS,Mariscos Crudos - Langostinos,49,LANG-3G-30/40-PZ-(IQF)(VNM)-E/1KG,UND,9.86,40.08,30.22,310.0,4.064908722109534
MARISCOS,Mariscos Crudos - Langostinos,682,LANG-JUMBO-10/15-(BMM/BLC),KG,9.42,25.84,16.42,170.0,2.743099787685775
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,687,ROJOS-G-BRILL-13/16-PZ/EST-(AFRICA),KG,4.92,8.42,3.5,70.0,1.7113821138211383
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,676,ROJOS-M-BRILL-16/22-PZ/EST-(HUELVA),KG,9.73,26.46,16.73,170.0,2.7194244604316546
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,678,ROJOS-G-RASPOSO 15/20 PZ KG,KG,5.63,27.39,21.76,390.0,4.865008880994671
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,685,ROJOS-GG-BRILL-10/13-PZ/EST,KG,5.82,27.96,22.14,380.0,4.804123711340206
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,932,ROJOS-4G-BRLL-4/6-PZ/EST-(AFRICA),KG,9.17,50.68,41.51,450.0,5.526717557251908
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,933,ROJOS-4G-BRLL-6/8-PZ/EST-(AFRICA),KG,12.08,46.74,34.660000000000004,290.0,3.869205298013245
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,934,ROJOS-3G-BRLL-8/10-PZ/EST-(AFRICA),KG,6.81,10.31,3.500000000000001,50.0,1.5139500734214393
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,635,ROJOS-M-BRILL-16/22-PZ/KG,KG,0.64,4.14,3.4999999999999996,550.0,6.468749999999999
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,636,ROJOS-M-BRILL-5/7 PZ E/400 GR,UND,3.68,14.36,10.68,290.0,3.902173913043478
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,5685,CABEZAS-ROJOS-BRILL,KG,5.55,18.1,12.55,229.99999999999997,3.2612612612612617
MARISCOS,Mariscos Crudos - Rojos Brillantes y Morunos,5687,ROJOS-GG-BRILL-6/8-PZ E/800GR,UND,8.23,46.92,38.69,470.0,5.701093560145808
MARISCOS,Platos Preparados - Mariscos Cocidos,547,LANG-GG-COC-18/22 PZ E/800 GR (SALVAJE),UND,6.37,9.87,3.499999999999999,50.0,1.5494505494505493
MARISCOS,Platos Preparados - Mariscos Cocidos,633,GAMBA SALADA (COCIDAS) E/350,UND,13.16,16.66,3.5,30.0,1.2659574468085106
MARISCOS,Platos Preparados - Mariscos Cocidos,619,LANG-COC-MARFIL-30/40-PZ/K,KG,1.25,19.0,17.75,1420.0,15.2
MARISCOS,Platos Preparados - Mariscos Cocidos,166,BUEY-M-COCIDO-PZA-400/600GR,UND,11.09,58.36,47.269999999999996,430.0,5.262398557258792
MARISCOS,Platos Preparados - Mariscos Cocidos,364,GAMBA SALADA (COCIDA)  E/800 G,UND,6.08,38.32,32.24,530.0,6.302631578947368
MARISCOS,Platos Preparados - Mariscos Cocidos,3623,LANG-G-COC-40/60-IQF,KG,12.89,49.17,36.28,280.0,3.8145849495733124
MARISCOS,Platos Preparados - Mariscos Cocidos,3547,LANG-GG-COC-10/15 PZ E/1 KG (SALVAJE),KG,11.92,30.84,18.92,160.0,2.587248322147651
MARISCOS,Platos Preparados - Mariscos Cocidos,3531,COLAS LANG.COCIDA-S/PIEL-B/900 G,KG,7.68,11.18,3.5,50.0,1.4557291666666667
MARISCOS,Platos Preparados - Mariscos Cocidos,3641,CANGREJO COCIDO-80/120,KG,3.9,29.6,25.700000000000003,660.0,7.58974358974359
MARISCOS,Platos Preparados - Mariscos Cocidos,3644,BOCAS-(M) COCIDAS-14/16-PZ/KILO-(ANGL),KG,2.51,24.04,21.53,860.0,9.577689243027889
MARISCOS,Platos Preparados - Mariscos Cocidos,3658,BOCA/PECHO COCIDO (CLUSTER +150G),KG,8.97,37.41,28.439999999999998,320.0,4.170568561872909
MARISCOS,Platos Preparados - Mariscos Cocidos,827,NECORA-CRUDA 4/6 PZ-E/800 GR,UND,4.14,30.56,26.419999999999998,640.0,7.381642512077295
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,828,GAMBA PEL-10/30-B/700G-(MLT),KG,6.55,40.2,33.650000000000006,509.99999999999994,6.137404580152673
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,691,COLAS GAMBA-RAYADA-C/P-Nº 1E,KG,1.96,16.38,14.419999999999998,740.0,8.357142857142858
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,664,COLAS LANG-BLC-BANANA-20/40 C/P,KG,6.35,39.4,33.05,520.0,6.204724409448819
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,91,COLAS GAMBA RAYADA C/P-(Nº2),KG,13.57,34.14,20.57,150.0,2.51584377302874
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,3670,COLAS LANG-(VN) C/P- 41/50 T/REAL,KG,9.99,26.98,16.990000000000002,170.0,2.700700700700701
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,3526,COLAS LANG-(VN) C/P 21/25,KG,6.21,9.71,3.500000000000001,60.0,1.5636070853462158
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,3528,COLAS LANG-(VN) C/P 31/35/40 T/REAL,KG,1.63,15.39,13.760000000000002,840.0,9.441717791411044
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,3612,GAMBA PEL-50/70 B/750 GR-(100% MLT),UND,14.4,71.6,57.199999999999996,400.0,4.972222222222221
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,3614,COLAS GAMBON-C/P-(Nº 0),KG,1.86,21.44,19.580000000000002,1050.0,11.526881720430108
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,3471,COLAS GAMBON-10/30 -PZ/LB-S/P- (DVN),KG,5.76,9.26,3.5,60.0,1.6076388888888888
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,3002,COLAS MORUNO/ROJOS-C/P,KG,7.07,42.28,35.21,500.0,5.98019801980198
MARISCOS,Mariscos Crudos - Colas Peladas y con piel,2066,GAMBA PEL-30/50-B/600G-(SPP)(LG),UND,2.27,17.31,15.04,660.0,7.625550660792951
